#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	weird
#open	2025-05-30-15-39-33
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	name	addl	notice	peer	source
#types	time	string	addr	port	addr	port	string	string	bool	string	string
1499169223.076809	Cw8x663p2bi718hpac	fe80::266e:96ff:fe4a:377a	8612	ff02::1	8612	bad_UDP_checksum	-	F	zeek	UDP
1499170718.926072	CaYUu91dEdk2srKVW7	192.168.10.51	39363	69.172.216.55	80	inflate_failed	-	F	zeek	ZIP
1499170718.945508	CWMm3AbvUGaQXJMSb	192.168.10.51	50063	52.84.145.164	80	inflate_failed	-	F	zeek	ZIP
1499170718.985366	CA0YFbq6a1lwJ2F7f	192.168.10.51	39373	69.172.216.55	80	inflate_failed	-	F	zeek	ZIP
1499170718.989295	CeGGHm2GgXXDzdkztc	192.168.10.51	39372	69.172.216.55	80	inflate_failed	-	F	zeek	ZIP
1499170719.340096	CX1Kww2z1WozpyebPg	192.168.10.16	54096	172.217.10.42	80	inflate_failed	-	F	zeek	ZIP
1499170721.086730	CUy3kO3gZvAHSb4GCe	192.168.10.51	38521	52.84.145.90	80	inflate_failed	-	F	zeek	ZIP
1499170721.345233	CDpWFE4CW7P7gAKwDi	192.168.10.16	50426	152.163.66.131	80	window_recision	-	F	zeek	-
1499170722.261882	CCbzcJ2nl9dZw5u992	192.168.10.16	33900	192.229.163.248	80	inflate_failed	-	F	zeek	ZIP
1499170722.365124	CRjOT33Myy0AuTiss7	192.168.10.51	33880	151.101.65.108	80	inflate_failed	-	F	zeek	ZIP
1499170725.819083	CrDpQj3h3CthRL6J74	192.168.10.9	2189	192.82.242.50	443	window_recision	-	F	zeek	-
1499170726.175231	CCxv7AyDy5GyHccb	192.168.10.9	2192	192.82.242.50	443	window_recision	-	F	zeek	-
1499170726.212256	CcZlXI3jQ8toHnHk9i	192.168.10.16	54956	152.163.56.2	443	window_recision	-	F	zeek	-
1499170726.377311	CZutv73mRe2cBl5yOa	192.168.10.16	54948	152.163.56.2	443	window_recision	-	F	zeek	-
1499170726.411572	CKC9Q24KPUWPNsdUZ5	192.168.10.9	2200	162.248.16.28	443	window_recision	-	F	zeek	-
1499170727.924593	CfEvPs1APPtg3cx1Dc	192.168.10.16	50366	152.163.66.131	80	window_recision	-	F	zeek	-
1499170730.292007	Ce1OBC1aSQdZndfUAa	192.168.10.16	38358	8.18.45.71	443	window_recision	-	F	zeek	-
1499170730.640408	C5mOxobakzOi3E16b	192.168.10.16	50430	152.163.66.131	80	window_recision	-	F	zeek	-
1499170730.744625	CacPav2BQtP0E4vs58	192.168.10.16	50432	152.163.66.131	80	window_recision	-	F	zeek	-
1499170738.659882	CDW6vkWXiLxP93nk3	192.168.10.16	55924	23.15.4.8	80	inflate_failed	-	F	zeek	ZIP
1499170738.930353	CYFsgj3NyjQ2kZteLe	192.168.10.51	46139	172.217.6.226	80	inflate_failed	-	F	zeek	ZIP
1499170741.565278	CzEGup38qSX8ulI0Mh	192.168.10.51	49050	172.217.6.226	443	possible_split_routing	-	F	zeek	-
1499170744.910000	C58a4j4sXRtfrsUA28	192.168.10.51	34694	192.243.232.58	443	window_recision	-	F	zeek	-
1499170747.189926	Ck1RIv1VpziWR72op7	192.168.10.16	45408	149.174.66.133	80	window_recision	-	F	zeek	-
1499170747.466373	CHenkryuOxg6BoLGa	192.168.10.16	38880	172.217.6.226	80	inflate_failed	-	F	zeek	ZIP
1499170755.833252	CodD5I2LslavHBgsug	192.168.10.9	2206	192.82.242.50	443	window_recision	-	F	zeek	-
1499170755.925160	C11tmr1xgP6V5t6UW3	192.168.10.9	2225	23.61.187.27	80	possible_split_routing	-	F	zeek	-
1499170756.149891	CAWJdBQlXMhmA8mpd	192.168.10.16	42282	152.163.13.6	443	window_recision	-	F	zeek	-
1499170756.193464	CN8oT32v3s9CE4INKd	192.168.10.9	2226	192.82.242.50	443	window_recision	-	F	zeek	-
1499170756.471465	CTpGTO3zTcwGik0hrh	192.168.10.9	2228	162.248.16.28	443	window_recision	-	F	zeek	-
1499170758.709758	CAk0oD21Y9pM8jpNa1	192.168.10.16	39656	149.174.66.134	80	window_recision	-	F	zeek	-
1499170761.397771	C624rmaHbqaf4Zgc6	192.168.10.16	33266	152.163.13.4	443	window_recision	-	F	zeek	-
1499170762.326837	CLGoad3BYezcU8Iab9	192.168.10.16	43054	207.200.74.133	443	window_recision	-	F	zeek	-
1499170771.964886	C5ephu3L8EXT7boGM8	192.168.10.8	50345	35.165.227.174	443	possible_split_routing	-	F	zeek	-
1499170772.481491	CTe8Os4NQt5ph3iose	192.168.10.8	50353	52.34.64.79	443	possible_split_routing	-	F	zeek	-
1499170775.744420	CNJdHn3ttRTho66af	192.168.10.51	44600	212.48.7.146	80	possible_split_routing	-	F	zeek	-
1499170775.980947	CK6bkd2qheuIpLvAkg	192.168.10.51	44601	212.48.7.146	80	possible_split_routing	-	F	zeek	-
1499170782.279260	CQmUNm4ac4erR7R0uc	192.168.10.8	50372	199.244.48.50	443	possible_split_routing	-	F	zeek	-
1499170789.703173	C9PdWsSVQiIiIVoSk	192.168.10.51	43458	104.16.26.216	80	possible_split_routing	-	F	zeek	-
1499170793.612324	C7VsMM3iWLMFYMXDs7	172.16.0.1	52184	192.168.10.50	21	data_before_established	-	F	zeek	TCP
1499170817.324363	CuZwho4JhrfYNxrOu1	192.168.10.15	49584	66.61.168.99	80	inflate_failed	-	F	zeek	ZIP
1499170817.354837	CkLDjSuplkNrtWP15	192.168.10.15	49589	151.101.209.108	80	inflate_failed	-	F	zeek	ZIP
1499170817.774178	CI49So2zDaZr5Qa0Zd	192.168.10.15	49590	104.20.57.245	80	inflate_failed	-	F	zeek	ZIP
1499170817.782743	CF0n1u4tJdYWAX7uJ9	192.168.10.15	49579	151.101.208.175	80	inflate_failed	-	F	zeek	ZIP
1499170818.169003	CYWzki4K5tINYOrF1c	192.168.10.15	49611	52.30.158.168	80	possible_split_routing	-	F	zeek	-
1499170822.258633	CSlIl64BJ3fkcgzyr4	192.168.10.15	49624	194.126.157.22	80	possible_split_routing	-	F	zeek	-
1499170822.271413	CdTJu82zm52kYKZvz4	192.168.10.15	49627	69.172.216.55	80	inflate_failed	-	F	zeek	ZIP
1499170822.289234	C3FcrLzya0YWogu59	192.168.10.15	49628	69.172.216.55	80	inflate_failed	-	F	zeek	ZIP
1499170822.292527	CzT1yF3ePNh9rQUffi	192.168.10.15	49629	69.172.216.55	80	inflate_failed	-	F	zeek	ZIP
1499170822.312932	C9tVgu3lWE8j26oGtl	192.168.10.15	49632	69.172.216.55	80	inflate_failed	-	F	zeek	ZIP
1499170822.514789	CaLUGEJgyRjpJw7j5	192.168.10.15	49642	54.192.37.120	443	possible_split_routing	-	F	zeek	-
1499170822.635298	C4cEfS3bURz5TBFV76	192.168.10.15	49643	54.192.37.15	80	inflate_failed	-	F	zeek	ZIP
1499170823.106721	Cq1ATr47PRA1KfmHZ	192.168.10.15	49648	195.154.148.3	80	possible_split_routing	-	F	zeek	-
1499170823.354044	CDKLiO2gcW3XVLrV5e	192.168.10.15	49650	158.255.65.22	80	possible_split_routing	-	F	zeek	-
1499170823.632948	CIP5Iz2ATgqpu9lUBg	192.168.10.15	49654	54.192.37.120	80	possible_split_routing	-	F	zeek	-
1499170824.476209	C8cYq143dgZ9wT2UZi	192.168.10.15	49667	151.101.209.108	80	inflate_failed	-	F	zeek	ZIP
1499170825.173081	CZXP3HD7FoaxOX9dh	192.168.10.25	49285	178.172.160.17	443	possible_split_routing	-	F	zeek	-
1499170825.173470	ChrqaQ142thqpvWqGl	192.168.10.25	49286	178.172.160.17	443	possible_split_routing	-	F	zeek	-
1499170825.396885	CdDSWufEa2L6fAqe6	192.168.10.25	49298	178.172.160.2	443	possible_split_routing	-	F	zeek	-
1499170825.400333	CNNDs44ihgDs0hivAg	192.168.10.25	49295	178.172.160.2	443	possible_split_routing	-	F	zeek	-
1499170825.582522	CJrypM1ggb83L0QR2	192.168.10.25	49311	178.172.160.4	443	possible_split_routing	-	F	zeek	-
1499170826.608972	CDflCV2l6ppiXnHeJi	192.168.10.25	49333	107.178.255.114	443	possible_split_routing	-	F	zeek	-
1499170828.518246	C7NAtt4a0UU7LItC3i	192.168.10.25	49350	178.172.160.3	443	possible_split_routing	-	F	zeek	-
1499170828.518652	CLpDI34Oe6bePAV9Ab	192.168.10.25	49351	178.172.160.3	443	possible_split_routing	-	F	zeek	-
1499170828.538737	CE2AyWFL1vzcWQHa	192.168.10.15	49771	204.13.192.177	80	possible_split_routing	-	F	zeek	-
1499170828.750941	CxSyFy3Oye590rYjs6	172.16.0.1	52256	192.168.10.50	21	data_before_established	-	F	zeek	TCP
1499170829.140014	CxHA7813TKuxJSUq38	192.168.10.25	49361	178.172.160.3	443	possible_split_routing	-	F	zeek	-
1499170829.151929	Cqd48jQGEHci8eFif	192.168.10.25	49364	178.172.160.2	443	possible_split_routing	-	F	zeek	-
1499170829.153187	CzEKSt4uOtN8pGxwa7	192.168.10.25	49363	178.172.160.17	443	possible_split_routing	-	F	zeek	-
1499170829.491337	Cve6h038po51Qx54r	192.168.10.15	49788	173.239.42.221	443	possible_split_routing	-	F	zeek	-
1499170829.982806	C4ZCu91Iddq1wpdFjc	192.168.10.15	49817	172.217.6.226	80	inflate_failed	-	F	zeek	ZIP
1499170832.158513	Cjfuaa4ncInWzdYEHe	192.168.10.51	34813	192.243.232.58	443	window_recision	-	F	zeek	-
1499170832.209615	CJxeil2rroB9uGqhlc	192.168.10.15	49889	74.201.229.68	80	possible_split_routing	-	F	zeek	-
1499170834.112312	C7fgFg2nWIRGRKAkch	192.168.10.15	49922	31.13.80.12	80	inflate_failed	-	F	zeek	ZIP
1499170834.993575	CP0MHZ19T5lalCM904	192.168.10.15	49952	169.60.66.39	80	possible_split_routing	-	F	zeek	-
1499170835.032946	C5FIM95RBgzNu9Y4h	192.168.10.15	49956	69.90.153.133	80	possible_split_routing	-	F	zeek	-
1499170859.431307	Ca6Tx32M681GilWUh9	192.168.10.14	50128	13.107.4.50	80	HTTP_excessive_pipelining	-	F	zeek	-
1499170872.619941	CdzsV81yM9wiW0q849	192.168.10.51	34238	172.217.10.97	443	possible_split_routing	-	F	zeek	-
1499170882.073380	CrOKYD2eNdch0q8hHg	192.168.10.14	50136	104.84.149.185	443	possible_split_routing	-	F	zeek	-
1499170882.366139	CEVoyejidEoxw9h29	192.168.10.14	50148	66.235.147.236	443	possible_split_routing	-	F	zeek	-
1499170882.366250	CEVoyejidEoxw9h29	192.168.10.14	50148	66.235.147.236	443	window_recision	-	F	zeek	-
1499170892.615971	CY6LVx385FLxSsnoI4	192.168.10.51	34852	192.243.232.58	443	window_recision	-	F	zeek	-
1499170901.460519	CyfY5l3LFdMPqDGxdl	192.168.10.15	50013	192.168.10.3	49666	netlogon_dce_rpc_auth_type	68	F	zeek	DCE_RPC
1499170916.320798	CGc4ocbxeofXldATj	192.168.10.19	46792	72.21.91.29	80	possible_split_routing	-	F	zeek	-
1499170929.092541	Ck0zHkf2HtkOBAqYc	172.16.0.1	52490	192.168.10.50	21	data_before_established	-	F	zeek	TCP
1499170929.992097	CNYnQN1HuutiVz8G01	192.168.10.9	2250	64.147.131.201	443	possible_split_routing	-	F	zeek	-
1499170929.992352	CNYnQN1HuutiVz8G01	192.168.10.9	2250	64.147.131.201	443	window_recision	-	F	zeek	-
1499170943.587566	CTHHEFIi3DKp152kd	192.168.10.16	45262	175.111.83.1	80	inflate_failed	-	F	zeek	ZIP
1499170943.753168	CE04ph1cpvEA1TQdjb	192.168.10.16	45258	175.111.83.1	80	inflate_failed	-	F	zeek	ZIP
1499170944.891373	CXMJC94qBZHRopwtg2	192.168.10.16	37120	43.253.238.186	80	possible_split_routing	-	F	zeek	-
1499170944.903905	CkMv7M3KzvHRU3tbol	192.168.10.16	37130	43.253.238.186	80	possible_split_routing	-	F	zeek	-
1499170952.443630	CCh5IN2chZ0M3cvX6l	192.168.10.16	42758	104.196.116.189	443	possible_split_routing	-	F	zeek	-
1499170952.836790	C9M3183HLN3XdVQa9i	192.168.10.16	50336	162.248.16.28	80	window_recision	-	F	zeek	-
1499170953.025584	CshQUt1QNAdogMf1v9	192.168.10.16	51720	23.65.11.27	80	possible_split_routing	-	F	zeek	-
1499170953.601633	CmQmMqLfyH0F807a4	192.168.10.9	2253	23.208.163.130	80	inflate_failed	-	F	zeek	ZIP
1499170953.734461	C2yljg3K8uRRHtBCO5	192.168.10.9	2256	23.208.163.130	80	inflate_failed	-	F	zeek	ZIP
1499170954.326794	C4SG6b25JgWOZCLpAl	192.168.10.9	2262	172.217.6.232	80	inflate_failed	-	F	zeek	ZIP
1499170954.725253	C4cPnW2ys4fDWLWg32	192.168.10.9	2281	72.21.91.29	80	possible_split_routing	-	F	zeek	-
1499170959.640210	C7Pibp4o9uXAKOXVsb	192.168.10.9	2297	23.50.75.27	80	possible_split_routing	-	F	zeek	-
1499170981.500973	CgxcF21EKa0U9YLUN6	192.168.10.51	44355	23.194.180.207	443	possible_split_routing	-	F	zeek	-
1499170999.699451	CZs8N136xOWoy8gK79	192.168.10.51	59696	23.15.4.8	80	possible_split_routing	-	F	zeek	-
1499171007.769767	CHesUL2DCzawrvcRDh	192.168.10.5	49741	67.221.174.40	443	possible_split_routing	-	F	zeek	-
1499171008.114124	CtIDxw4ZjLdRMfj4Gl	192.168.10.5	49736	67.221.174.40	443	window_recision	-	F	zeek	-
1499171008.287539	CVV3vG2c6suvUKfOqa	172.16.0.1	52652	192.168.10.50	21	data_before_established	-	F	zeek	TCP
1499171008.300838	ClVsyj2QLr8hUvooH	192.168.10.5	49737	67.221.174.40	443	window_recision	-	F	zeek	-
1499171008.344325	CZA1wA3KS3cqnHDBbl	192.168.10.5	49740	67.221.174.40	443	window_recision	-	F	zeek	-
1499171011.037057	CwytYA3DjHm9kVhPyj	192.168.10.51	34917	192.243.232.58	443	window_recision	-	F	zeek	-
1499171011.738971	C1eQ1XsD2ujTQgUPh	192.168.10.51	44403	23.194.180.207	443	possible_split_routing	-	F	zeek	-
1499171012.622349	CCYrHG2oEezeWb6qh8	192.168.10.8	50408	185.11.128.203	80	possible_split_routing	-	F	zeek	-
1499171022.172813	CweRzC1WnxxVhD0vLh	172.16.0.1	52688	192.168.10.50	21	data_before_established	-	F	zeek	TCP
1499171037.612763	CPhoPm1EK4AJOd4zN1	192.168.10.14	50167	192.168.10.50	21	possible_split_routing	-	F	zeek	-
1499171053.949608	C3gkd5QiefBywL7kl	192.168.10.25	49532	172.217.12.163	443	possible_split_routing	-	F	zeek	-
1499171058.056905	C93exr4sIBMxSF3mX3	192.168.10.51	34954	192.243.232.58	443	window_recision	-	F	zeek	-
1499171071.544774	CQM6Im4BJfblaU1YXe	192.168.10.8	50414	192.99.239.194	443	possible_split_routing	-	F	zeek	-
1499171071.544806	CKJe2PmuCs0TRPDw8	192.168.10.8	50411	192.99.239.194	443	possible_split_routing	-	F	zeek	-
1499171071.544924	CcLysi37B2u8RVUGL9	192.168.10.8	50413	192.99.239.194	443	possible_split_routing	-	F	zeek	-
1499171081.093759	CtoqIc480ARAXln7I	192.168.10.19	47016	184.29.129.62	443	possible_split_routing	-	F	zeek	-
1499171081.277781	CXy0iE2IEWLcAebdW3	192.168.10.19	47024	184.29.129.62	443	possible_split_routing	-	F	zeek	-
1499171082.671641	CndI2E12vxdoTNfvi	192.168.10.16	45902	93.184.216.172	443	possible_split_routing	-	F	zeek	-
1499171084.586495	C4MeZl4iID4QQsi3Z3	192.168.10.19	38090	184.30.39.110	443	possible_split_routing	-	F	zeek	-
1499171084.885181	CbVt904X75QN1WR9z1	192.168.10.15	50023	13.107.4.50	80	HTTP_excessive_pipelining	-	F	zeek	-
1499171085.223105	CiH1dg21PqTikqPhpe	192.168.10.19	47050	184.29.129.62	443	possible_split_routing	-	F	zeek	-
1499171086.249754	CgOugy2GrAG2r69fu8	192.168.10.19	36645	172.82.206.2	443	possible_split_routing	-	F	zeek	-
1499171086.370930	CE8cMY3QqAV19tjrbi	192.168.10.19	34513	64.95.182.2	443	possible_split_routing	-	F	zeek	-
1499171088.394154	CMQLA51f7oXAzmDLb5	192.168.10.15	50032	172.217.12.162	443	possible_split_routing	-	F	zeek	-
1499171088.969159	CYWyWN3Wr2IwHcPEq4	192.168.10.19	49875	184.29.133.169	443	possible_split_routing	-	F	zeek	-
1499171097.577296	CbD7T11RG4v2LQ0QNi	172.16.0.1	52846	192.168.10.50	21	data_before_established	-	F	zeek	TCP
1499171097.578498	C3PnQyuEgKiMJFTxi	172.16.0.1	52850	192.168.10.50	21	data_before_established	-	F	zeek	TCP
1499171099.865700	CplA3p4SlW2pTtkvVl	192.168.10.19	36985	192.243.250.36	443	window_recision	-	F	zeek	-
1499171100.096313	CWjxs51rnF3SZoB1m7	192.168.10.15	50190	50.63.243.230	80	possible_split_routing	-	F	zeek	-
1499171101.296765	CaaC3ZFMT6RlM8WOd	192.168.10.15	50216	50.63.243.230	80	possible_split_routing	-	F	zeek	-
1499171106.633429	CHiY1c3L97ZcoLqMof	192.168.10.15	50241	152.163.56.2	443	window_recision	-	F	zeek	-
1499171107.117796	CWjO9e3lCAr2gWlcrb	192.168.10.15	50265	207.200.74.133	443	window_recision	-	F	zeek	-
1499171108.308801	Co3f2L2MZlMJOKdnal	192.168.10.51	48302	104.193.83.57	80	possible_split_routing	-	F	zeek	-
1499171108.668902	C7lHIn3cQoVGVD8ldh	192.168.10.51	44066	72.30.2.182	80	possible_split_routing	-	F	zeek	-
1499171110.155031	CM3rHJ1E8i3qZq0fd4	192.168.10.15	50350	162.248.16.28	443	window_recision	-	F	zeek	-
1499171114.556902	CfHBZlPsxe9yb64T8	192.168.10.15	50404	149.174.66.131	443	window_recision	-	F	zeek	-
1499171124.329915	CAAq1c4sELDOW5FSUl	192.168.10.15	50405	149.174.66.131	443	window_recision	-	F	zeek	-
1499171124.455106	CS1YnW33GTfZiWIaVb	192.168.10.15	50403	149.174.66.131	443	window_recision	-	F	zeek	-
1499171132.613911	CbOZWT2Ajr8dCK0mqf	192.168.10.8	50425	185.11.128.203	80	possible_split_routing	-	F	zeek	-
1499171133.732903	CIIOi42Y8b4ygodvm6	192.168.10.16	59404	192.0.79.33	80	possible_split_routing	-	F	zeek	-
1499171140.273609	CMG4JF1WQTjMrHVOTa	192.168.10.15	50465	192.82.242.50	443	window_recision	-	F	zeek	-
1499171145.341099	CkT9bQ1DsbvS4U7WPd	192.168.10.15	50446	152.163.56.2	443	window_recision	-	F	zeek	-
1499171145.411988	COpxfD1dntHMRyPvDa	192.168.10.15	50449	152.163.56.2	443	window_recision	-	F	zeek	-
1499171145.750642	CKZn682o5GsvOCMvCa	192.168.10.15	50451	149.174.66.131	443	window_recision	-	F	zeek	-
1499171145.931348	COzUzY352F1lWND237	192.168.10.15	50450	149.174.66.131	443	window_recision	-	F	zeek	-
1499171158.993553	CzgWFA143VBycEbWJl	192.168.10.3	64425	64.4.54.254	443	possible_split_routing	-	F	zeek	-
1499171165.584928	C2z1v02x6hzgrRJspf	172.16.0.1	52998	192.168.10.50	21	data_before_established	-	F	zeek	TCP
1499171165.891264	ChUuIH25VU8p2own7h	192.168.10.15	50484	162.248.16.28	443	possible_split_routing	-	F	zeek	-
1499171165.897038	C5zOrk1XDBXRvwIwod	192.168.10.15	50488	192.82.242.50	443	possible_split_routing	-	F	zeek	-
1499171165.907788	C5zOrk1XDBXRvwIwod	192.168.10.15	50488	192.82.242.50	443	window_recision	-	F	zeek	-
1499171165.995274	C3qsIAqSnF4gOqU	192.168.10.15	50486	192.82.242.50	443	window_recision	-	F	zeek	-
1499171168.057804	CT07wY34ISOklgEhOi	192.168.10.19	56980	169.45.121.172	443	possible_split_routing	-	F	zeek	-
1499171168.446629	CcwR0hN7gtsKt2ke5	192.168.10.51	51513	192.243.250.36	80	possible_split_routing	-	F	zeek	-
1499171168.506944	ClNDAt4MH5OwmuFecb	192.168.10.51	48330	104.193.83.57	80	possible_split_routing	-	F	zeek	-
1499171178.016094	CIheWf47hTiAkHHIJg	192.168.10.19	58243	152.163.56.2	443	window_recision	-	F	zeek	-
1499171178.377890	C879Q535FHMFQt1Gna	192.168.10.19	44273	195.93.42.12	443	window_recision	-	F	zeek	-
1499171186.353266	C0vejC2hGjAY7IZnYe	192.168.10.50	50496	104.17.27.15	443	possible_split_routing	-	F	zeek	-
1499171188.130326	ChRMyL3PPtb8Hq0bU3	192.168.10.50	58072	104.16.2.9	443	possible_split_routing	-	F	zeek	-
1499171189.608037	ChUvWyuTfNWanAJwe	192.168.10.50	53744	192.168.10.3	389	possible_split_routing	-	F	zeek	-
1499171189.609299	C0PhM31M1TDgG6nQkd	192.168.10.50	52738	192.168.10.3	3268	possible_split_routing	-	F	zeek	-
1499171189.638626	CMyFZm2LuP066aChdl	192.168.10.50	53752	192.168.10.3	389	data_before_established	-	F	zeek	TCP
1499171189.990205	C7dTb3pqwJyNiYBmh	192.168.10.50	42200	69.172.216.111	443	possible_split_routing	-	F	zeek	-
1499171190.170223	CyMEj92iSdBcyd2zMg	172.16.0.1	53052	192.168.10.50	21	data_before_established	-	F	zeek	TCP
1499171194.299987	CKcxfa1GlsXAXnpwr8	192.168.10.51	37064	200.192.193.12	443	possible_split_routing	-	F	zeek	-
1499171194.817188	C6MJx72nlnvRFbMJf6	192.168.10.50	51696	52.84.140.31	443	possible_split_routing	-	F	zeek	-
1499171195.744578	Cdy2oG3XCKUXtylK5a	192.168.10.15	50504	192.82.242.50	443	possible_split_routing	-	F	zeek	-
1499171196.380589	CiozWc4xDwd1hfE2r4	192.168.10.15	50510	162.248.16.28	443	window_recision	-	F	zeek	-
1499171196.491837	CQKzHF2i62Qvj6W4Nf	192.168.10.15	50513	162.248.16.28	443	window_recision	-	F	zeek	-
1499171200.779357	CJU8wM20MdxeZiPtA8	192.168.10.5	49766	192.168.10.3	49666	netlogon_dce_rpc_auth_type	68	F	zeek	DCE_RPC
1499171210.669427	Ca6Tx32M681GilWUh9	192.168.10.14	50128	13.107.4.50	80	TCP_seq_underflow_or_misorder	-	F	zeek	TCP
1499171210.669516	Ca6Tx32M681GilWUh9	192.168.10.14	50128	13.107.4.50	80	TCP_ack_underflow_or_misorder	-	F	zeek	TCP
1499171222.991909	CVo0yH2uii5bMlbUu6	172.16.0.1	53126	192.168.10.50	21	data_before_established	-	F	zeek	TCP
1499171225.750754	CMYnKt48aXsKTk7gBa	192.168.10.15	50524	192.82.242.50	443	window_recision	-	F	zeek	-
1499171225.773946	Cul1f92wn60WYFZa2f	192.168.10.15	50535	198.51.152.183	443	possible_split_routing	-	F	zeek	-
1499171225.774956	C4fe7S1EK8438ui9j4	192.168.10.15	50534	198.51.152.183	443	possible_split_routing	-	F	zeek	-
1499171227.527558	CJlB2Z1s72JkSf9x67	192.168.10.15	50543	162.248.16.28	443	window_recision	-	F	zeek	-
1499171248.921691	CmCuaXbetGLfqYpmf	172.16.0.1	53184	192.168.10.50	21	data_before_established	-	F	zeek	TCP
1499171250.551365	COq0IRKGjmEpXCGia	192.168.10.15	50559	23.194.182.63	80	possible_split_routing	-	F	zeek	-
1499171253.976937	C6M75f116KL7k9SgQi	192.168.10.51	52981	193.203.32.57	443	possible_split_routing	-	F	zeek	-
1499171255.012298	CrlQqt1D7ls8FqN8e7	192.168.10.51	47500	193.203.32.64	443	possible_split_routing	-	F	zeek	-
1499171256.523299	CYoHHx3uVnrpQB4Lp5	192.168.10.51	47504	193.203.32.64	443	possible_split_routing	-	F	zeek	-
1499171258.375425	CRNFEK2XfdtBSQQDU	172.16.0.1	53208	192.168.10.50	21	data_before_established	-	F	zeek	TCP
1499171344.502606	CHAZre3nJD1MXRKLwe	192.168.10.8	50485	23.50.75.27	80	possible_split_routing	-	F	zeek	-
1499171344.575929	CV5y19NDRZD3lOaDi	192.168.10.8	50482	54.77.135.34	443	possible_split_routing	-	F	zeek	-
1499171344.978704	CpIOaN2nmXqYZH50Ij	192.168.10.8	50505	74.119.118.82	443	possible_split_routing	-	F	zeek	-
1499171345.009010	CpIOaN2nmXqYZH50Ij	192.168.10.8	50505	74.119.118.82	443	window_recision	-	F	zeek	-
1499171351.590029	Cg5Puk3JltLvlJi0te	192.168.10.14	50206	23.52.150.84	80	possible_split_routing	-	F	zeek	-
1499171351.590585	CSxRQ320z4MdFDDYj8	192.168.10.14	50205	23.52.150.84	80	possible_split_routing	-	F	zeek	-
1499171355.425588	Cul56c2SGkVey5yLA8	192.168.10.14	50242	172.217.11.14	80	possible_split_routing	-	F	zeek	-
1499171357.848128	CQ8MBa47qypuwGW048	192.168.10.15	50603	172.217.12.194	443	possible_split_routing	-	F	zeek	-
1499171358.440299	CICPqx2bDyKYlgrA78	192.168.10.15	50598	69.4.95.11	80	inflate_failed	-	F	zeek	ZIP
1499171358.920043	CJ23W72fl4zsI7KXS1	192.168.10.15	50610	69.4.95.11	80	inflate_failed	-	F	zeek	ZIP
1499171359.928948	Cg4q1QyshStqIAsx2	192.168.10.15	50626	23.111.9.32	443	possible_split_routing	-	F	zeek	-
1499171359.933963	CkspN82uUtAqlpdmq7	192.168.10.14	50303	34.195.30.139	443	possible_split_routing	-	F	zeek	-
1499171386.941031	CnYijX1zaH7aED9sTd	192.168.10.17	55626	23.61.187.27	80	possible_split_routing	-	F	zeek	-
1499171395.984857	Cy4Lpo2ZvjS54jHS4c	172.16.0.1	53508	192.168.10.50	21	data_before_established	-	F	zeek	TCP
1499171401.916697	CzSJCl1kMldof91L25	192.168.10.14	50320	52.84.145.162	443	possible_split_routing	-	F	zeek	-
1499171402.063107	CGaixN3yfijvr0KmQ1	192.168.10.14	50321	104.88.48.213	80	inflate_failed	-	F	zeek	ZIP
1499171403.291552	CYuVjy1oBvJlHD0oX2	192.168.10.14	50326	23.66.191.194	80	inflate_failed	-	F	zeek	ZIP
1499171403.615318	CHcEhn2e0UVQGUT9z5	192.168.10.19	56045	23.37.43.27	80	possible_split_routing	-	F	zeek	-
1499171404.225588	CLHD1N2lUW9Y2OIyq7	192.168.10.14	50339	173.192.200.113	80	inflate_failed	-	F	zeek	ZIP
1499171404.272301	CFroXS3K1BXoZBq0xc	192.168.10.14	50340	184.28.197.240	80	inflate_failed	-	F	zeek	ZIP
1499171404.997492	ClDrD4fh07lCFmYOj	192.168.10.19	58542	104.88.97.232	80	inflate_failed	-	F	zeek	ZIP
1499171405.246135	CdEutEADNdnc5UMie	192.168.10.19	58545	104.88.97.232	80	possible_split_routing	-	F	zeek	-
1499171405.252656	CLk0rU1NeVtBpqBlK3	192.168.10.19	58548	104.88.97.232	80	possible_split_routing	-	F	zeek	-
1499171405.261971	C87x1A4zZFDn534jbh	192.168.10.19	39733	199.96.57.6	80	inflate_failed	-	F	zeek	ZIP
1499171405.273837	CdEutEADNdnc5UMie	192.168.10.19	58545	104.88.97.232	80	inflate_failed	-	F	zeek	ZIP
1499171405.278074	Cbyj0R2LN0qzIutgPh	192.168.10.19	58547	104.88.97.232	80	inflate_failed	-	F	zeek	ZIP
1499171406.123525	CNwcyn2OOaCfSUf2od	192.168.10.19	43408	104.244.43.80	443	possible_split_routing	-	F	zeek	-
1499171406.612478	CQAI9r2gukEjWuv2di	192.168.10.14	50365	23.208.162.98	80	possible_split_routing	-	F	zeek	-
1499171406.612481	CP7dGc2igqjPxbC1Cc	192.168.10.14	50366	23.208.162.98	80	possible_split_routing	-	F	zeek	-
1499171409.217885	CGtLmW37eFlwWYNGDi	192.168.10.14	50333	104.88.48.213	80	line_terminated_with_single_CR	-	F	zeek	CONTENTLINE
1499171409.254788	C1DiSV3cQNvvOK0JM3	192.168.10.14	50385	151.101.2.2	80	inflate_failed	-	F	zeek	ZIP
